Date,SPY
2024-01-22,473.1809997558594
2024-01-23,474.5610656738281
2024-01-24,475.0798034667969
2024-01-25,477.6637268066406
2024-01-26,477.056884765625
2024-01-29,480.8349304199219
2024-01-30,480.4629821777344
2024-01-31,472.62310791015625
2024-02-01,478.8088684082031
2024-02-02,483.8494567871094
2024-02-05,482.0876770019531
2024-02-06,483.48736572265625
2024-02-07,487.5198059082031
2024-02-08,487.7350769042969
2024-02-09,490.55401611328125
2024-02-12,490.3386535644531
2024-02-13,483.585205078125
2024-02-14,487.9798278808594
2024-02-15,491.3468017578125
2024-02-16,488.89990234375
2024-02-20,486.2082824707031
2024-02-21,486.6487121582031
2024-02-22,496.72015380859375
2024-02-23,497.0627136230469
2024-02-26,495.2421875
2024-02-27,496.1622314453125
2024-02-28,495.5065002441406
2024-02-29,497.2878112792969
2024-03-01,501.9565124511719
2024-03-04,501.4181823730469
2024-03-05,496.4068908691406
2024-03-06,498.9223327636719
2024-03-07,503.8748474121094
2024-03-08,500.8504943847656
2024-03-11,500.41986083984375
2024-03-12,505.8030090332031
2024-03-13,505.01025390625
2024-03-14,504.0119323730469
2024-03-15,500.551025390625
2024-03-18,503.5259094238281
2024-03-19,506.3241271972656
2024-03-20,511.00726318359375
2024-03-21,512.6959228515625
2024-03-22,511.7239074707031
2024-03-25,510.3101806640625
2024-03-26,509.3675842285156
2024-03-27,513.6482543945312
2024-03-28,513.5501098632812
2024-04-01,512.6565551757812
2024-04-02,509.3971862792969
2024-04-03,509.9566345214844
2024-04-04,503.7321472167969
2024-04-05,508.9945068359375
2024-04-08,509.2792053222656
2024-04-09,509.86834716796875
2024-04-10,504.7629699707031
2024-04-11,508.5724182128906
2024-04-12,501.552490234375
2024-04-15,495.26904296875
2024-04-16,494.3657531738281
2024-04-17,491.4399108886719
2024-04-18,490.4287109375
2024-04-19,486.1480407714844
2024-04-22,490.62506103515625
2024-04-23,496.4471130371094
2024-04-24,496.21148681640625
2024-04-25,494.32647705078125
2024-04-26,499.0096740722656
2024-04-29,500.77685546875
2024-04-30,492.8439636230469
2024-05-01,491.2436218261719
2024-05-02,495.83837890625
2024-05-03,501.9844970703125
2024-05-06,507.1684265136719
2024-05-07,507.72802734375
2024-05-08,507.7770690917969
2024-05-09,510.7028503417969
2024-05-10,511.36077880859375
2024-05-13,511.4294128417969
2024-05-14,513.77587890625
2024-05-15,520.1380004882812
2024-05-16,519.0677490234375
2024-05-17,519.8139038085938
2024-05-20,520.412841796875
2024-05-21,521.6892700195312
2024-05-22,520.18701171875
2024-05-23,516.3875122070312
2024-05-24,519.80419921875
2024-05-28,520.1674194335938
2024-05-29,516.52490234375
2024-05-30,513.0984497070312
2024-05-31,517.7717895507812
2024-06-03,518.194091796875
2024-06-04,518.7732543945312
2024-06-05,524.9389038085938
2024-06-06,524.92919921875
2024-06-07,524.291015625
2024-06-10,525.910888671875
2024-06-11,527.1774291992188
2024-06-12,531.5072021484375
2024-06-13,532.5774536132812
2024-06-14,532.9014282226562
2024-06-17,537.1427001953125
2024-06-18,538.5073852539062
2024-06-20,537.0446166992188
2024-06-21,536.3245849609375
2024-06-24,534.5811157226562
2024-06-25,536.6397705078125
2024-06-26,537.3095703125
2024-06-27,538.1566162109375
2024-06-28,536.0388793945312
2024-07-01,537.14208984375
2024-07-02,540.7568969726562
2024-07-03,543.1701049804688
2024-07-05,546.30224609375
2024-07-08,546.9326782226562
2024-07-09,547.464599609375
2024-07-10,552.8818969726562
2024-07-11,548.1146240234375
2024-07-12,551.5718383789062
2024-07-15,553.0888061523438
2024-07-16,556.3685913085938
2024-07-17,548.5677490234375
2024-07-18,544.3519897460938
2024-07-19,540.7371826171875
2024-07-22,546.3121948242188
2024-07-23,545.4552001953125
2024-07-24,533.0938110351562
2024-07-25,530.3162231445312
2024-07-26,536.255615234375
2024-07-29,536.57080078125
2024-07-30,533.852294921875
2024-07-31,542.5299072265625
2024-08-01,534.8471069335938
2024-08-02,524.88916015625
2024-08-05,509.60235595703125
2024-08-06,514.3007202148438
2024-08-07,510.8631591796875
2024-08-08,522.6729125976562
2024-08-09,524.9777221679688
2024-08-12,525.2536010742188
2024-08-13,533.8917236328125
2024-08-14,535.5759887695312
2024-08-15,544.7559204101562
2024-08-16,545.9772338867188
2024-08-19,551.197509765625
2024-08-20,550.3012084960938
2024-08-21,552.1924438476562
2024-08-22,547.8584594726562
2024-08-23,553.6796875
2024-08-26,552.3598022460938
2024-08-27,553.1182250976562
2024-08-28,549.9072875976562
2024-08-29,549.9564208984375
2024-08-30,555.2063598632812
2024-09-03,543.78076171875
2024-09-04,542.667724609375
2024-09-05,541.3478393554688
2024-09-06,532.2369995117188
2024-09-09,538.1959838867188
2024-09-10,540.5402221679688
2024-09-11,546.0855712890625
2024-09-12,550.6853637695312
2024-09-13,553.5615234375
2024-09-16,554.3790283203125
2024-09-17,554.6055908203125
2024-09-18,552.9607543945312
2024-09-19,562.3966674804688
2024-09-20,561.4244384765625
2024-09-23,562.827392578125
2024-09-24,564.4378051757812
2024-09-25,563.19287109375
2024-09-26,565.42578125
2024-09-27,564.6057739257812
2024-09-30,566.8682250976562
2024-10-01,561.7899780273438
2024-10-02,562.0271606445312
2024-10-03,560.9996948242188
2024-10-04,566.09765625
2024-10-07,560.9799194335938
2024-10-08,566.285400390625
2024-10-09,570.2077026367188
2024-10-10,569.2098999023438
2024-10-11,572.618408203125
2024-10-14,577.301513671875
2024-10-15,572.8159790039062
2024-10-16,575.3056640625
2024-10-17,575.3551025390625
2024-10-18,577.5682373046875
2024-10-21,576.6197509765625
2024-10-22,576.3135375976562
2024-10-23,571.0474853515625
2024-10-24,572.282470703125
2024-10-25,572.0848999023438
2024-10-28,573.8533935546875
2024-10-29,574.7820434570312
2024-10-30,573.043212890625
2024-10-31,561.809814453125
2024-11-01,564.180908203125
2024-11-04,562.9656982421875
2024-11-05,569.7730102539062
2024-11-06,583.940673828125
2024-11-07,588.455810546875
2024-11-08,591.0048217773438
2024-11-11,591.5679321289062
2024-11-12,589.7303466796875
2024-11-13,590.016845703125
2024-11-14,586.2230224609375
2024-11-15,578.7142944335938
2024-11-18,581.0855102539062
2024-11-19,583.2096557617188
2024-11-20,583.4072265625
2024-11-21,586.5391235351562
2024-11-22,588.3569946289062
2024-11-25,590.3528442382812
2024-11-26,593.4353637695312
2024-11-27,591.6371459960938
2024-11-29,595.3125
2024-12-02,596.3795166015625
2024-12-03,596.6561279296875
2024-12-04,600.361083984375
2024-12-05,599.3731079101562
2024-12-06,600.5093383789062
2024-12-09,597.4168701171875
2024-12-10,595.5594482421875
2024-12-11,600.16357421875
2024-12-12,597.071044921875
2024-12-13,596.9525756835938
2024-12-16,599.5015258789062
2024-12-17,597.031494140625
2024-12-18,579.2379150390625
2024-12-19,579.06005859375
2024-12-20,586.01513671875
2024-12-23,589.5244140625
2024-12-24,596.0769653320312
2024-12-26,596.11669921875
2024-12-27,589.8416137695312
2024-12-30,583.110595703125
2024-12-31,580.9891357421875
2025-01-02,579.5617065429688
2025-01-03,586.8082275390625
2025-01-06,590.1885375976562
2025-01-07,583.5169677734375
2025-01-08,584.3695068359375
2025-01-10,575.4476928710938
2025-01-13,576.3399047851562
2025-01-14,577.1329345703125
2025-01-15,587.6309814453125
2025-01-16,586.5008544921875
2025-01-17,592.3892822265625
2025-01-21,597.811767578125
2025-01-22,601.17236328125
2025-01-23,604.45361328125
2025-01-24,602.68896484375
2025-01-27,594.1636962890625
2025-01-28,599.26904296875
2025-01-29,596.58251953125
2025-01-30,599.784423828125
2025-01-31,596.5924682617188
2025-02-03,592.57763671875
2025-02-04,596.5528564453125
2025-02-05,598.9715576171875
2025-02-06,601.0534057617188
2025-02-07,595.5515747070312
2025-02-10,599.5961303710938
2025-02-11,600.0521240234375
2025-02-12,598.1190795898438
2025-02-13,604.4337768554688
2025-02-14,604.4039916992188
2025-02-18,606.1784057617188
2025-02-19,607.60595703125
2025-02-20,605.078125
2025-02-21,594.728759765625
2025-02-24,592.0225219726562
2025-02-25,589.0783081054688
2025-02-26,589.3756713867188
2025-02-27,579.9680786132812
2025-02-28,589.018798828125
2025-03-03,578.69921875
2025-03-04,571.8491821289062
2025-03-05,577.995361328125
2025-03-06,567.7352905273438
2025-03-07,570.9173583984375
2025-03-10,555.710693359375
2025-03-11,551.091064453125
2025-03-12,554.0155029296875
2025-03-13,546.6302490234375
2025-03-14,557.9213256835938
2025-03-17,562.2235717773438
2025-03-18,556.1468505859375
2025-03-19,562.2037353515625
2025-03-20,560.5780029296875
2025-03-21,560.762939453125
2025-03-24,570.8053588867188
2025-03-25,572.177490234375
2025-03-26,565.3466796875
2025-03-27,563.8452758789062
2025-03-28,552.4904174804688
2025-03-31,556.1991577148438
2025-04-01,557.7700805664062
2025-04-02,561.2998657226562
2025-04-03,533.6386108398438
2025-04-04,502.3977966308594
2025-04-07,501.5029296875
2025-04-08,493.64801025390625
2025-04-09,545.4906005859375
2025-04-10,521.5877685546875
2025-04-11,530.8943481445312
2025-04-14,536.0447387695312
2025-04-15,534.5433349609375
2025-04-16,522.6615600585938
2025-04-17,523.4072265625
2025-04-21,510.94873046875
2025-04-22,524.2424926757812
2025-04-23,532.3658447265625
2025-04-24,543.5715942382812
2025-04-25,547.4990234375
2025-04-28,547.7078247070312
2025-04-29,551.1580200195312
2025-04-30,551.3768310546875
2025-05-01,555.2843627929688
2025-05-02,563.527099609375
2025-05-05,560.295654296875
2025-05-06,555.6124877929688
2025-05-07,557.9490966796875
2025-05-08,561.8367919921875
2025-05-09,561.1209716796875
2025-05-12,579.66455078125
2025-05-13,583.4925537109375
2025-05-14,584.23828125
2025-05-15,587.0919189453125
2025-05-16,590.8106079101562
2025-05-19,591.4568481445312
2025-05-20,589.46826171875
2025-05-21,579.5352783203125
2025-05-22,579.7639770507812
2025-05-23,575.806640625
2025-05-27,587.7780151367188
2025-05-28,584.37744140625
2025-05-29,586.6842651367188
2025-05-30,586.0280151367188
2025-06-02,589.3291015625
2025-06-03,592.6898193359375
2025-06-04,592.5307006835938
2025-06-05,589.6671142578125
2025-06-06,595.722412109375
2025-06-09,596.2593383789062
2025-06-10,599.6399536132812
2025-06-11,597.9297485351562
2025-06-12,600.3060913085938
2025-06-13,593.5946044921875
2025-06-16,599.2421875
2025-06-17,594.12158203125
2025-06-18,594.0321044921875
2025-06-20,592.636962890625
2025-06-23,598.49072265625
2025-06-24,605.1024169921875
2025-06-25,605.4414672851562
2025-06-26,610.1783447265625
2025-06-27,613.2098999023438
2025-06-30,616.1417846679688
2025-07-01,615.9423828125
2025-07-02,618.734619140625
2025-07-03,623.611083984375
2025-07-07,618.9639892578125
2025-07-08,618.6249389648438
2025-07-09,622.3345947265625
2025-07-10,624.0897827148438
2025-07-11,621.8958129882812
2025-07-14,623.08251953125
2025-07-15,620.419921875
2025-07-16,622.494140625
2025-07-17,626.3035888671875
2025-07-18,625.8449096679688
2025-07-21,627.0316162109375
2025-07-22,627.121337890625
2025-07-23,632.4566040039062
2025-07-24,632.6659545898438
2025-07-25,635.3385620117188
2025-07-28,635.1790161132812
2025-07-29,633.503662109375
2025-07-30,632.7058715820312
2025-07-31,630.3324584960938
2025-08-01,620.0010375976562
2025-08-04,629.4249267578125
2025-08-05,626.2337646484375
2025-08-06,631.030517578125
2025-08-07,630.501953125
2025-08-08,635.4183349609375
2025-08-11,634.1618041992188
2025-08-12,640.9131469726562
2025-08-13,643.1070556640625
2025-08-14,643.1668701171875
2025-08-15,641.6610717773438
2025-08-18,641.5214233398438
2025-08-19,638.0410766601562
2025-08-20,636.3457641601562
2025-08-21,633.7928466796875
2025-08-22,643.52587890625
2025-08-25,640.6936645507812
2025-08-26,643.3762817382812
2025-08-27,644.8422241210938
2025-08-28,647.1258544921875
2025-08-29,643.2666015625
2025-09-02,638.4998168945312
2025-09-03,641.960205078125
2025-09-04,647.3253173828125
2025-09-05,645.4505004882812
2025-09-08,647.0361328125
2025-09-09,648.531982421875
2025-09-10,650.4067993164062
2025-09-11,655.8118286132812
2025-09-12,655.5924072265625
2025-09-15,659.0827026367188
2025-09-16,658.1752319335938
2025-09-17,657.3575439453125
2025-09-18,660.4290161132812
2025-09-19,663.7000122070312
2025-09-22,666.8400268554688
2025-09-23,663.2100219726562
2025-09-24,661.0999755859375
2025-09-25,658.0499877929688
2025-09-26,661.8200073242188
2025-09-29,663.6799926757812
2025-09-30,666.1799926757812
2025-10-01,668.4500122070312
2025-10-02,669.219970703125
2025-10-03,669.2100219726562
2025-10-06,671.6099853515625
2025-10-07,669.1199951171875
2025-10-08,673.1099853515625
2025-10-09,671.1599731445312
2025-10-10,653.02001953125
2025-10-13,663.0399780273438
2025-10-14,662.22998046875
2025-10-15,665.1699829101562
2025-10-16,660.6400146484375
2025-10-17,664.3900146484375
2025-10-20,671.2999877929688
2025-10-21,671.2899780273438
2025-10-22,667.7999877929688
2025-10-23,671.760009765625
2025-10-24,677.25
2025-10-27,685.239990234375
2025-10-28,687.0599975585938
2025-10-29,687.3900146484375
2025-10-30,679.8300170898438
2025-10-31,682.0599975585938
2025-11-03,683.3400268554688
2025-11-04,675.239990234375
2025-11-05,677.5800170898438
2025-11-06,670.3099975585938
2025-11-07,670.969970703125
2025-11-10,681.4400024414062
2025-11-11,683.0
2025-11-12,683.3800048828125
2025-11-13,672.0399780273438
2025-11-14,671.9299926757812
2025-11-17,665.6699829101562
2025-11-18,660.0800170898438
2025-11-19,662.6300048828125
2025-11-20,652.530029296875
2025-11-21,659.030029296875
