timestamp,Open,High,Low,Close,AdjClose,Volume
2008-11-26,84.300003,89.190002,84.239998,88.970001,68.415695,3.701342e8
2008-11-28,88.629997,90.129997,88.480003,90.089996,69.276939,1.183081e8
2008-12-01,87.510002,87.550003,81.860001,82.110001,63.140526,3.699271e8
2008-12-02,83.470001,85.489998,82.040001,85.269997,65.570496,4.695084e8
2008-12-03,83.400002,87.830002,83.139999,87.32,67.146889,5.198635e8
2008-12-04,86.059998,88.050003,83.739998,85.300003,65.593529,4.441738e8
2008-12-05,83.650002,88.419998,82.239998,87.93,67.615959,4.719053e8
2008-12-08,90.339996,92.379997,88.080002,91.0,69.976723,4.128593e8
2008-12-09,90.370003,92.129997,88.980003,89.5,68.823257,3.7079e8
2008-12-10,90.32,91.360001,89.0,90.110001,69.292336,3.961874e8
2008-12-11,89.540001,91.0,87.370003,87.940002,67.623695,3.65061e8
2008-12-12,85.550003,89.07,85.199997,88.989998,68.431084,4.150604e8
2008-12-15,89.019997,89.150002,86.290001,87.75,67.477554,2.566942e8
2008-12-16,91.879997,92.019997,88.18,91.879997,70.653427,3.776995e8
2008-12-17,90.839996,92.43,90.059998,90.989998,69.969025,2.818198e8
2008-12-18,91.400002,91.669998,88.209999,89.290001,68.661758,3.746733e8
2008-12-19,89.099998,90.620003,88.089996,88.190002,68.366402,3.014513e8
2008-12-22,88.580002,88.669998,85.489998,87.059998,67.490425,2.437595e8
2008-12-23,87.529999,87.93,85.800003,86.160004,66.792732,2.216252e8
2008-12-24,86.449997,86.870003,86.0,86.660004,67.180313,6.20616e7
2008-12-26,87.239998,87.300003,86.5,87.160004,67.567955,7.47677e7
2008-12-29,87.239998,87.330002,85.599998,86.910004,67.374146,1.277959e8
2008-12-30,87.510002,89.050003,86.879997,88.970001,68.971077,1.682563e8
2008-12-31,89.080002,90.970001,88.870003,90.239998,69.955597,1.939872e8
2009-01-02,90.440002,93.440002,89.849998,92.959999,72.064217,2.275663e8
2009-01-05,92.629997,93.660004,91.889999,92.849998,71.978928,2.403497e8
2009-01-06,93.639999,94.449997,92.68,93.470001,72.459557,3.282609e8
2009-01-07,92.0,92.260002,90.199997,90.669998,70.288948,2.808992e8
2009-01-08,90.160004,91.089996,89.669998,91.040001,70.57579,2.638344e8
2009-01-09,91.160004,91.32,85.360001,89.089996,69.064102,3.309536e8
2009-01-12,88.839996,88.910004,86.410004,86.949997,67.405144,2.778585e8
2009-01-13,86.730003,87.879997,86.199997,87.110001,67.529182,3.564323e8
2009-01-14,85.540001,85.75,83.160004,84.370003,65.405067,4.354916e8
2009-01-15,84.120003,85.25,81.720001,84.400002,65.428337,5.326473e8
2009-01-16,85.860001,85.989998,83.050003,85.059998,65.939972,3.992372e8
2009-01-20,84.230003,85.059998,80.050003,80.57,62.459248,4.198552e8
2009-01-21,81.940002,84.239998,80.470001,84.050003,65.15699,3.643607e8
2009-01-22,82.419998,84.040001,81.169998,82.75,64.149231,4.279403e8
2009-01-23,80.900002,83.989998,80.57,83.110001,64.428307,3.868006e8
2009-01-26,83.589996,85.360001,82.809998,83.68,64.870155,3.179788e8
2009-01-27,84.129997,85.150002,83.300003,84.529999,65.529137,2.737897e8
2009-01-28,86.400002,87.949997,86.07,87.389999,67.746231,3.30007e8
2009-01-29,86.110001,87.489998,84.470001,84.550003,65.544624,2.943925e8
2009-01-30,84.980003,85.400002,82.209999,82.830002,64.21125,3.833836e8
2009-02-02,81.57,83.18,81.309998,82.580002,64.017441,2.882333e8
2009-02-03,83.099998,84.360001,82.220001,83.739998,64.91671,2.783858e8
2009-02-04,84.300003,85.370003,83.040001,83.330002,64.598854,3.229893e8
2009-02-05,82.699997,85.290001,77.730003,84.57,65.560104,4.176794e8
2009-02-06,84.860001,87.339996,84.68,86.980003,67.428383,3.661017e8
2009-02-09,86.959999,87.739998,86.32,87.099998,67.521416,2.400752e8
2009-02-10,86.269997,87.029999,82.449997,83.110001,64.428307,5.362128e8
2009-02-11,83.449997,84.050003,82.400002,83.599998,64.808174,3.244425e8
2009-02-12,82.169998,83.82,81.050003,83.660004,64.854698,4.693022e8
2009-02-13,83.550003,84.239998,82.739998,82.760002,64.156967,2.939984e8
2009-02-17,80.160004,82.959999,79.169998,79.220001,61.412708,4.789101e8
2009-02-18,79.790001,79.940002,78.279999,79.029999,61.265419,3.629648e8
2009-02-19,79.839996,80.150002,78.019997,78.18,60.606464,3.168675e8
2009-02-20,76.730003,78.339996,75.769997,77.419998,60.017323,4.771766e8
2009-02-23,78.269997,78.269997,74.589996,74.650002,57.869965,3.796414e8
2009-02-24,75.290001,77.949997,74.699997,77.480003,60.063835,4.262609e8
2009-02-25,77.139999,78.419998,75.629997,76.870003,59.590954,4.619858e8
2009-02-26,77.82,79.669998,75.529999,75.620003,58.621914,3.633539e8
2009-02-27,74.010002,75.690002,73.809998,73.93,57.311825,4.705109e8
2009-03-02,72.519997,73.919998,70.370003,70.599998,54.730324,4.264526e8
2009-03-03,71.610001,71.699997,69.639999,70.07,54.319466,4.43761e8
2009-03-04,71.230003,72.870003,70.07,71.730003,55.606342,4.627531e8
2009-03-05,70.099998,71.730003,68.169998,68.800003,53.334949,4.855494e8
2009-03-06,69.400002,70.449997,67.099998,68.919998,53.427971,4.9047e8
2009-03-09,67.949997,70.0,67.730003,68.110001,52.800037,3.799053e8
2009-03-10,69.510002,72.370003,69.370003,72.169998,55.94743,4.062279e8
2009-03-11,73.0,73.75,71.830002,72.639999,56.311775,3.566483e8
2009-03-12,72.620003,75.75,71.970001,75.5,58.528893,4.097027e8
2009-03-13,76.010002,76.980003,74.730003,76.089996,58.986294,3.374747e8
2009-03-16,76.959999,77.970001,75.809998,75.860001,58.80798,3.606449e8
2009-03-17,76.07,78.360001,75.449997,78.18,60.606464,3.568143e8
2009-03-18,77.809998,80.900002,77.07,79.93,61.963081,4.732732e8
2009-03-19,80.93,81.0,78.690002,78.940002,61.195648,4.285204e8
2009-03-20,78.760002,78.910004,76.529999,76.709999,59.892563,3.710782e8
2009-03-23,78.739998,82.290001,78.309998,82.220001,64.194588,4.199333e8
2009-03-24,81.239998,82.360001,80.510002,80.599998,62.929722,3.30271e8
2009-03-25,81.230003,82.699997,79.059998,81.449997,63.593395,4.417751e8
2009-03-26,82.25,83.300003,81.32,83.110001,64.889465,4.220252e8
2009-03-27,82.050003,82.529999,81.309998,81.610001,63.718304,3.223323e8
2009-03-30,79.800003,79.870003,77.959999,78.790001,61.516579,3.241085e8
2009-03-31,79.559998,81.080002,79.050003,79.519997,62.086498,3.642383e8
