WFC,ETN,AMZN,QCOM,LMT,KO,JNJ,ISRG,XOM,MDT,DHR,PLD,BA,PG,MRK,AMD,BX,PM,SCHW,VZ,COP,ADI,BAC,NOW,TMO,CVX,ANET,NVDA,GE,GILD,MU,CMCSA,DIS,AXP,HON,META,NFLX,PGR,LLY,JPM,VRTX,TJX,EQIX,AAPL,FI,DE,SBUX,GOOGL,T,ABT,BMY,MS,CRM,PFE,SPGI,BRK-B,ADBE,ACN,AMGN,LIN,V,WMT,AMAT,CAT,RTX,UNP,IBM,TXN,ADP,GOOG,ORCL,BSX,UNH,TMUS,SYK,GS,UBER,AVGO,MMC,CSCO,PLTR,MA,C,BKNG,MCD,LOW,HD,INTU,LRCX,KKR,COST,NEE,ABBV,TSLA,MSFT,PEP,CB,PANW,BLK
0.0001530101489107368,1.5670984055179723e-5,-6.54301682412983e-5,1.1925799574744919e-5,6.396542756852346e-6,-5.758985240425398e-7,5.995465169677328e-6,-4.552360294697023e-5,6.540264054729032e-5,1.2408447771340113e-5,2.9960941525004077e-5,3.8996874250178494e-5,1.869402627729925e-5,-1.3437141732945996e-5,9.967884784020312e-6,-7.447115061251374e-5,6.359277783189016e-5,2.5992968301021926e-5,0.00019119184056300216,3.315496566526014e-5,6.395312836430772e-5,5.306894952464772e-6,0.0001889162314093518,-4.193819102678641e-5,1.7497985739025353e-5,6.895567710992971e-5,-6.191796331051077e-5,-7.463184014141592e-5,3.19017899308995e-6,2.540410696277938e-5,-2.1593091135595477e-7,9.447331369957453e-7,2.7552568640766523e-5,6.501968568605467e-5,1.3861037598388065e-5,-6.551736603803921e-5,-4.066533211985396e-5,1.0452815186646482e-5,-5.50072573276203e-5,8.677672921400706e-5,-1.5705580290774735e-5,7.618353490703377e-6,-3.403908881703268e-6,-4.1933399076312855e-5,1.993249465596031e-5,5.5730248341604405e-5,1.370936766193427e-5,-6.556764413533978e-5,3.9035543598693194e-5,6.901343352907639e-6,1.607710790919684e-5,0.00010396144200924788,-2.1223242159496526e-5,6.569063204996079e-6,8.297015493892517e-6,2.0922100986219625e-5,-5.644030395837349e-5,-1.3417481024456604e-5,2.337210789581823e-6,-8.322324812075161e-6,2.0888951562414075e-7,-1.1038036419228354e-5,-3.6010950310438376e-5,6.488758513613371e-5,2.3607071945380293e-5,3.4230600338225376e-5,3.2717955813702415e-5,4.7938607390744e-6,4.158675790345024e-6,-6.695005677087155e-5,-4.4872305474841704e-5,-1.726059492336921e-5,-5.5084314610857605e-6,-8.170312140919365e-6,-1.772316712560766e-5,9.23562619827465e-5,-8.410940376600098e-6,-4.0340424979527254e-5,-1.5585717988436846e-5,-7.895658000069123e-7,-1.0316691668423636e-6,-8.995177663339577e-6,0.0001257934451858237,5.358595174452521e-7,-9.977539269581456e-7,3.9000760674137434e-5,3.615781532797694e-5,-2.7745347409529505e-5,-2.5775508008545555e-5,5.2529312595131e-5,-2.2335626335768832e-5,2.0200912821973106e-5,1.4959331220728889e-5,1.1474315103824935e-5,-7.250767353141883e-5,-1.69565585812677e-5,3.2961115404850815e-5,-4.830871008763427e-5,5.617962045802202e-5
-4.5120622141952005e-5,5.709298230949584e-7,6.884788036648846e-5,1.8419552378237888e-5,-2.6176014954301223e-5,-2.1129909121677506e-5,-3.79296846718076e-5,1.2498022543180865e-5,-4.252953583668811e-5,-1.8517788777094797e-5,1.7480750723447083e-5,-1.6012936535646924e-5,4.025758187320196e-6,-2.586420949730274e-5,-3.709355715003266e-5,0.00011783270693185394,-1.3501408317556205e-5,-3.785538177337414e-5,-2.678096073779049e-5,-2.4872664557332197e-5,-4.83492871748948e-5,7.973206490843817e-6,-4.193819102678641e-5,0.00023792538551935686,1.3503192676458634e-5,-4.4784616600341034e-5,9.26852530880045e-5,9.591377749196107e-5,-7.6246652913756324e-6,-4.119657945983083e-5,-1.8837939460032186e-6,-5.28662751701123e-5,1.151019261458163e-5,-1.5502910195425796e-5,-2.3354323282827758e-5,1.8118975647234638e-5,7.018706738133261e-5,-2.902778929295604e-5,-2.0520204060051652e-5,-4.496105907468971e-5,-3.6365746573490354e-5,-1.4048937707909561e-5,4.496689111898209e-5,5.620329045950292e-7,-1.446760258431652e-5,-4.5706218396117074e-5,-1.2161186768287804e-5,4.363246731864777e-5,-2.006278200157878e-5,-1.9417582435534034e-5,-4.4151127887482916e-5,-2.0558752722104704e-5,7.230619752913237e-5,-1.4771045347284324e-5,2.0164408898983567e-6,-2.4034617716213674e-5,9.183073340382703e-5,3.800205372981925e-5,-4.684012296191691e-5,1.3964327204539622e-5,-2.8637466893899537e-6,-2.1807076858154457e-5,3.6943434690733924e-5,-5.114243795651362e-5,-2.4486063820378092e-5,-3.555668713615157e-5,-5.285034597579174e-6,-4.12024659027171e-6,-2.076342959216636e-6,4.612762082964016e-5,5.8380178734360964e-5,8.118203823518943e-6,-1.2580956114987868e-5,-2.50682696206039e-5,1.6216478030189477e-5,-3.772731775843323e-5,2.864185817850922e-5,1.764630248110102e-5,5.488632104086608e-6,7.2705680330263045e-6,0.00013002686612262595,-5.104263428062807e-6,-3.098860596189364e-5,-5.26618239759721e-6,-2.1612168264850342e-5,-2.1543851459710237e-5,-2.6385116172962606e-5,5.629745285388689e-5,1.2709368552283559e-5,1.2501963829616207e-5,-7.750044558100292e-6,-3.753287573444447e-5,-3.634029844527951e-5,2.3931070871573026e-5,5.8014583593389194e-5,-2.9140986889221764e-5,-4.507452550190733e-5,0.00011162434179793677,-1.484043229819634e-5
9.924931310261321e-6,2.4325839849115118e-6,-3.0136585209631965e-5,6.44398086524852e-6,-6.002243425934502e-6,1.844044612976708e-6,1.3991461967927042e-5,4.041754111324855e-6,-3.13503291008514e-6,2.1303212930947443e-5,0.00011730602977147469,3.839334129013567e-5,-4.4595018017927884e-6,3.2904959298253786e-6,2.232658834878232e-5,-1.1503726613899648e-5,-8.268111303189763e-6,5.15183179446392e-6,6.305797275100161e-7,1.7606938178770454e-5,-2.781561951206617e-6,1.681601243415463e-6,1.7497985739025353e-5,1.3503192676458634e-5,0.00015049986062664272,1.2707916370619889e-5,-2.3637019766935583e-5,-1.942477763383864e-5,9.51954602341981e-6,4.872042996350176e-6,-1.645943273908866e-5,-1.0919018537422692e-5,6.648888077822522e-6,-5.216081728555705e-6,5.861436499804297e-6,-2.8779134550109915e-5,-7.11746834938114e-6,-1.3841284828451464e-5,-1.2881646276113531e-5,6.648294234617571e-6,2.121152989241882e-5,-1.2077026739182364e-5,2.4301722749879083e-5,-1.6453709193468105e-5,5.349323354935439e-7,1.9634502648641743e-5,-1.0906022835799788e-5,9.826056905470427e-6,3.5355976041087535e-5,3.406730292560281e-5,1.0629420735963927e-5,2.2012540947074866e-5,-4.781427683980757e-7,1.5124570816297983e-5,8.616053675908147e-6,-1.4823842408585093e-7,-1.024535551621506e-5,9.52209053397933e-6,-2.8281310814250357e-6,-3.5575857984694074e-6,-2.6910303347792422e-6,-6.786691567288739e-6,-1.4755851003927487e-5,-8.53367887976924e-6,-1.2941614575409134e-6,1.5898209668469807e-5,6.1524191995146695e-6,7.370477850691475e-6,2.7789668281322984e-5,1.0267190964564183e-5,-9.210646018417737e-7,6.5101736114224145e-6,-1.6566133032670363e-6,-3.084151254947173e-6,1.8136587866765924e-5,1.8768018556388292e-5,1.6186814587602172e-5,-2.9035952449116042e-5,-7.656609870935722e-7,1.0830685899646684e-6,-6.960049666966024e-5,-8.125049986665558e-6,2.4649891669517055e-5,-1.0187662280769193e-5,-4.215034043628842e-6,8.08495554148361e-6,8.829400323265292e-6,1.5312457637260053e-5,-2.5509622958443822e-5,1.8516053283696117e-5,-1.977017006946215e-5,3.580534289730051e-5,-6.163124389975719e-6,-5.543955828217587e-6,-3.207628589682099e-5,-3.029601859786231e-6,-1.571820286035817e-5,-3.967650766476996e-5,8.542234399387423e-6
6.226956626996099e-5,-4.744073300258712e-6,-8.73154813636772e-5,-3.825704680919187e-6,3.9912648406523433e-5,-1.5497080558933447e-6,1.531147013415539e-5,-1.2639003096713943e-5,0.0001684775614318737,8.540206716993162e-6,1.5933486732696406e-5,7.902305592428143e-6,2.3015451966414505e-5,1.0910444590351299e-6,1.4375925883367128e-5,-9.889496081886352e-5,6.0546480215079284e-6,3.119287038013818e-5,5.18458957984661e-5,1.2899023484302986e-5,0.0001735015067345566,-7.287733149370055e-6,6.895567710992971e-5,-4.4784616600341034e-5,1.2707916370619889e-5,0.00018726295370474,-2.125818704779322e-5,-9.022048969171201e-5,-6.708527864148907e-6,1.2134545184122213e-5,-1.2098187230112775e-5,2.7725624544839204e-6,1.8585951300703775e-5,3.692174547618435e-7,2.2833356834912343e-5,-7.492136471238587e-5,-3.54468517726389e-5,3.2466327739206614e-5,-1.787155197592831e-5,4.8603031023115624e-5,1.5340793423303236e-5,1.4369957649387125e-5,-2.423556737685413e-5,-1.9377693124655674e-5,1.8565467159716085e-5,4.2412831566912524e-5,1.9624406856670493e-5,-4.717077909020193e-5,1.7057633664190085e-5,1.1445437085850327e-5,2.5161095931607044e-5,4.829156057252008e-5,-2.443768521928676e-5,1.202162538817939e-5,-3.0927912582024634e-6,1.5713910780454964e-5,-3.6345550063006305e-5,-9.592101509823858e-6,9.351548035906833e-6,9.536179781642965e-6,2.5845742585505043e-6,-3.5844528529137746e-7,-4.40141991319655e-5,6.632122010137946e-5,3.5774802689052514e-5,1.687325132711958e-5,3.5401940157024736e-6,1.3383069264701163e-6,5.076853327689629e-6,-4.706321384208262e-5,-3.192292893628063e-5,-5.419288671701655e-6,1.4488945391650192e-5,-4.7655194292539045e-6,-1.8552200514895874e-5,4.103566355196514e-5,-4.43402327206031e-5,-2.1487696843452004e-5,-1.011845049763466e-6,1.2604967321422222e-5,-2.7265236554788674e-5,-6.556829436342677e-6,6.543245152447088e-5,-7.5742545934730285e-6,8.809193028362252e-6,1.1502602685716259e-5,7.854096107744834e-6,-3.6654943803875905e-5,-3.586411384517585e-5,5.517538022595662e-6,-1.2042639357076609e-5,2.0038475443887575e-5,2.7635207172822343e-5,-6.047376303231448e-5,-5.4652725970759796e-5,-1.2463726695590007e-5,3.133580000217512e-5,-3.154370809090392e-5,1.6683669684434263e-5
-6.172039639186086e-5,9.3466991793276e-5,1.9280522676923283e-5,3.559520874986738e-5,3.20533481224492e-6,-4.0112272662453554e-5,-5.0883049035135816e-5,2.001156461618362e-6,-1.9319056330368517e-5,-6.162501841804321e-5,-3.649481903300659e-5,-5.3161185345819043e-5,-4.457562343676183e-5,-4.445148724380947e-5,-7.86271037091571e-5,0.00024074532811733357,4.645046783085269e-6,-6.407536832050857e-5,-2.8019459887276085e-5,-5.802895310359346e-5,-1.9839944253895046e-5,1.860207543549405e-5,-6.191796331051077e-5,9.26852530880045e-5,-2.3637019766935583e-5,-2.125818704779322e-5,0.0006987341009831153,0.00020396525176908357,-2.9971226006191634e-5,-5.415548100981571e-5,6.050708851199263e-5,-3.955158617982132e-6,3.50611058413802e-6,1.819810446813402e-5,-6.1366050582749776e-6,2.1625527254530713e-5,5.584334851414347e-5,1.2013197236128251e-5,-2.4170845606856246e-5,-3.832606754676436e-5,-4.938434660187322e-5,-2.2180634917280563e-5,8.937555686068462e-6,1.4302045412095006e-5,-3.827483752446176e-6,-3.241109927265121e-5,-5.34537605691844e-5,6.873981852621857e-6,-4.2918127390678835e-5,-5.398661450972658e-5,-5.222826262456119e-5,-2.6016718458752682e-5,2.7933416429048154e-5,-4.3406871412343276e-5,5.89346011759221e-6,-2.685406636170449e-5,8.634819587292112e-5,4.004145419155597e-5,-7.906104459591422e-5,-2.7740940051725927e-6,2.200835309834595e-5,-2.6222947480153367e-5,7.253261659691621e-5,-2.627552322294194e-6,3.5057004755481615e-6,-5.766989064494558e-5,-2.5991535066320175e-5,2.660875177546822e-5,-3.0802082400877314e-5,7.3461360330431525e-6,6.435372007875956e-5,-5.1758167749398234e-6,-1.2423086888819346e-5,-1.8013761913857572e-5,5.083949830970765e-6,-1.718146856788894e-5,-0.00010008581529865285,0.00015114477490525702,-1.187981587445896e-5,7.447289714230301e-5,8.600646007026836e-5,2.0865552361732655e-5,-5.739670147129668e-5,-4.714044772936464e-5,-3.1737987804240204e-5,-2.6307111332115497e-5,-2.74154166933889e-5,1.2852155748551512e-5,6.795900121293194e-5,2.6395696584802437e-5,-1.3510456884531279e-6,-6.677968445937491e-5,-5.9426072807748576e-5,2.3782981667492727e-5,8.086643287522757e-5,-4.3075126913548894e-5,-5.838877875084012e-5,0.00012024828679209032,-2.3670271731032642e-5
-4.259192885954517e-5,2.6234963816695972e-5,3.0655744768128405e-5,5.672008061945437e-5,-7.480899972364215e-5,-5.319091878508198e-5,-7.256149928109363e-5,-7.254655242428117e-6,-0.00011282374742231173,-9.972521312285236e-5,-4.012119442872226e-5,-6.155122087487867e-5,-3.952956621771482e-5,-6.259546820889947e-5,-7.026490530612636e-5,0.0003371703311575571,-1.8325798540069977e-5,-7.293184533613772e-5,-2.401699329001167e-5,-9.56742767256003e-5,-9.950570713157847e-5,2.4543553092544368e-5,-7.463184014141592e-5,9.591377749196107e-5,-1.942477763383864e-5,-9.022048969171201e-5,0.00020396525176908357,0.0006542143065447254,1.328442601078175e-5,-0.0001023878465556732,0.00014767414446991488,-5.497795986492704e-5,-1.7745999903866042e-5,-2.2581938040019442e-5,-6.40531930231265e-5,7.13403545573587e-5,3.9817399633560167e-5,-8.729565122521068e-5,-3.80703680197453e-5,-2.3181196556723108e-5,-5.7535405795232564e-5,-4.639657226685399e-5,7.295526397455522e-6,1.9096433259760996e-5,-3.0950617884564084e-5,-5.207562046688321e-5,-4.2657780217474403e-5,4.749437176943191e-5,-0.00010439434191584509,-6.661646710884066e-5,-8.316301566785634e-5,-5.396348874709005e-6,2.8006214792798506e-5,-6.745987693666805e-5,-3.105872978249514e-5,-4.158167559017311e-5,0.00010333364141213306,9.032466524437545e-6,-7.692794360609952e-5,-4.783952313815622e-6,-9.674998884234918e-6,-4.600347603354068e-5,0.00016473689870123294,-5.4860328453183115e-5,-6.722533607600473e-5,-3.932148646170797e-5,-3.684219600149549e-5,2.7083080915717457e-5,-6.744478806876392e-5,5.067705879708144e-5,6.994979588265402e-5,-2.2481369582671064e-5,-6.976541296046611e-5,-6.745338850565948e-5,-1.9374198931781534e-6,-5.196464836412871e-5,3.732220463713697e-5,0.00012617706941071008,-4.703000242713051e-5,-1.695648996974044e-5,0.00013506048645117795,-9.94511815307279e-6,-4.100314579695749e-5,1.4229003373044964e-5,-3.959676828752046e-5,-5.973300659651286e-5,-6.0767709336121514e-5,1.7747051102954846e-5,0.0001620253066917267,2.6592857071190266e-5,-2.176958694223132e-5,-0.00010898030822016937,-7.343358102017366e-5,0.00010927807718144172,9.873919231657162e-5,-5.2662865904101824e-5,-7.864827703872205e-5,8.263692552647227e-5,-1.5199896213763488e-5
1.32009634542609e-5,3.062768644884934e-5,-4.6971335402480625e-6,6.567716033140746e-6,-5.26278881826649e-6,-2.780274775993242e-6,-1.5436722984925988e-6,1.3060118325278895e-5,6.812832600707032e-6,5.402780798178234e-6,-7.353497091800274e-6,1.4990065835393836e-6,1.1259768708163525e-5,-6.1594425802775716e-6,-1.914142236392738e-6,1.6144680787692118e-6,-2.4107685074217213e-6,-1.1611740143003668e-5,-1.8041580257449293e-5,1.4828830202732353e-5,6.5933310441816195e-6,1.599024224847424e-5,3.19017899308995e-6,-7.6246652913756324e-6,9.51954602341981e-6,-6.708527864148907e-6,-2.9971226006191634e-5,1.328442601078175e-5,0.000175513591678355,-7.255766785501801e-6,2.273909711572237e-5,1.2283795782381667e-5,5.938797635389854e-6,2.790185780459759e-5,6.831164130973145e-6,9.351524219142452e-6,1.7281740554373418e-6,2.3668747200102475e-5,3.7417318936599853e-6,2.5037379973562445e-5,2.7786190753022622e-6,5.504704475035685e-6,-1.3538174600987273e-5,-1.206932086648006e-5,1.2278212927220555e-5,1.998270449547528e-5,6.756276232148962e-6,-2.078961381380168e-5,1.7851617883279817e-6,-9.528418446836046e-6,-1.5253646982400959e-5,1.0006466946924652e-5,7.799959190682542e-6,-1.786695077253347e-5,-2.279262422475443e-6,7.4845108447360674e-6,-6.32763450134226e-6,4.1435386058287095e-6,-1.2166186270135016e-5,1.4866946024126342e-5,1.520358575271677e-5,-5.671156473245871e-6,1.208444674432786e-5,2.5495264453652643e-5,-1.1483817035845121e-5,-8.873825722426598e-6,4.580556606098936e-6,7.085252559872976e-6,-1.6168754402567306e-6,-2.0780360431085075e-5,-2.033713729842744e-5,1.2351607973685196e-5,-1.7882448834915292e-5,1.280466459058849e-6,1.1020506584997635e-5,6.829267883841383e-6,2.2742196494299242e-5,-7.179889157996053e-6,1.1450596844412128e-5,-1.0552401079444823e-5,4.314024544894327e-6,1.3608053601410929e-5,2.7055054856200272e-5,4.242190107781953e-5,1.976515085997276e-6,1.8934945093722112e-5,5.878742126645548e-6,1.7619129002777023e-6,1.5214387334600819e-5,1.572489454134353e-5,-5.0371386034356925e-6,2.0317481622271238e-5,-1.6637222306170762e-6,-2.1898353750373557e-5,-2.1189352799235474e-5,-8.686091476395777e-6,1.589096648106703e-5,-1.664225819407142e-5,-5.287225430896243e-7
1.9616446214453997e-5,1.9608074519689574e-6,-2.11263348785085e-5,-1.8249050961241467e-5,2.5990548050667586e-5,2.7553021640129405e-5,3.705423581920878e-5,1.696714127038329e-5,1.9949727458597438e-5,2.577069066012944e-5,4.199786424407533e-6,6.708372111240251e-6,1.592264590589069e-5,3.2113791915679444e-5,5.870747867291467e-5,-7.635647820331607e-5,-7.42957944910803e-6,2.488164137256217e-5,3.1119631016819924e-5,1.309433720452006e-5,5.560140288590092e-6,-2.2033720844856134e-5,2.540410696277938e-5,-4.119657945983083e-5,4.872042996350176e-6,1.2134545184122213e-5,-5.415548100981571e-5,-0.0001023878465556732,-7.255766785501801e-6,0.00014287820589812554,-2.9052363916582963e-5,-7.152362907197573e-6,-2.8024118056306208e-5,1.0635040900820007e-5,1.3181126229607465e-5,-4.872643025810658e-5,-1.1147563166909184e-5,1.9944360169425203e-5,4.3663188529298745e-5,1.890332744464378e-5,6.298657772050771e-5,1.9406977355522137e-5,-2.0090997074191206e-6,-1.5086276840502599e-5,2.2763668652920285e-6,2.8022008207807545e-5,1.954545440134818e-5,-5.077584613324282e-5,7.5510757790761634e-6,2.4918362720922956e-5,4.507124357812951e-5,9.611656706122397e-6,-1.619838783823847e-5,2.8173700051227303e-5,6.595889084999632e-6,1.0500829082404676e-5,-1.7835821714686106e-5,-1.665928935303819e-5,6.943967307234678e-5,-3.2107252314632243e-6,7.874285479289943e-6,2.6896667248492337e-5,-5.130212444835404e-5,1.1613929141876995e-5,2.608385225833949e-5,3.682714468703178e-6,1.6398505567569123e-5,2.4707577632433976e-7,8.508472311483433e-7,-5.278806163178817e-5,-1.300510894249552e-5,1.4833470451431467e-5,2.9313992233857095e-5,3.5574835226310344e-5,1.0906012619168443e-5,1.829243229089803e-5,-3.5472243570488535e-5,-9.574492040789318e-6,1.5567548256395082e-5,-4.54878484538654e-6,-6.702760106755347e-5,-8.890280604873018e-6,2.0656609692392916e-6,1.7097870241651465e-5,2.9869871254330734e-5,6.878936051439638e-6,-5.956660085592244e-7,-3.8245296113419785e-5,-4.328359726237649e-5,-1.7310695374591986e-5,1.1848288558426273e-5,3.8870575789377934e-5,5.898495323704686e-5,-4.076338984453258e-5,-3.1917099419586604e-5,3.226530945605544e-5,3.339067906649373e-5,-3.231441342657361e-5,-4.867947958602587e-6
6.289343520358328e-7,3.842704418731038e-6,1.7107983829057658e-5,9.467822436896867e-5,-3.498888808008386e-5,-2.3018868221889025e-5,-2.8996274922061646e-5,-1.0103136801589467e-5,-8.256549041375378e-7,-3.645132773430529e-5,-6.27275578992733e-6,-3.5137255184803684e-6,2.9468110814263523e-5,-3.16539945753669e-5,-4.23472693939365e-5,0.00016490304411264668,1.7071631894969536e-5,-3.0338719547862818e-5,5.781290466514804e-6,-4.762190778601131e-5,-9.619576643495776e-6,5.381695224987754e-5,-2.1593091135595477e-7,-1.8837939460032186e-6,-1.645943273908866e-5,-1.2098187230112775e-5,6.050708851199263e-5,0.00014767414446991488,2.273909711572237e-5,-2.9052363916582963e-5,0.0003971470566989812,2.060105759696188e-5,8.404457260409554e-6,1.522920084585487e-5,-3.905691875017863e-5,2.3086520005459037e-5,3.664732935253124e-5,-1.1926778835607471e-5,-6.434635685014077e-5,-2.165105361735637e-5,-2.432867176828209e-5,-1.99787511372394e-6,-3.715479348403378e-5,-4.689672625697361e-6,-5.366047843084973e-6,-2.2747888062752605e-5,4.83850134328372e-6,4.948118169099539e-6,-4.7600545771318104e-5,-2.6776231253664214e-5,-4.9602112211115884e-5,6.058845037812603e-6,2.038005942150455e-6,-3.988021879951926e-5,-4.8283514635542716e-5,-1.9386491829898193e-5,3.246620746429176e-5,4.183279924155546e-5,-2.937518914362298e-5,-1.6048105700904355e-5,7.006947038715448e-6,-1.274627732509039e-5,0.000131855221106695,2.1073913656521766e-7,-2.409607264908687e-5,-1.1676176576323519e-5,-7.75840256287587e-6,5.987818388193678e-5,-1.9051878308228313e-5,5.134252872513303e-6,-9.457645925331587e-6,-1.916682678515701e-5,-6.440823644303966e-5,-3.5048796713209634e-5,-4.6091945005569e-6,-1.6582536859469526e-6,-3.2061799743944606e-6,8.735949080531677e-5,-2.54009009791087e-5,6.106806038338242e-6,6.29207458079674e-5,5.899528285982393e-6,-4.8602129482616786e-6,2.221374948831849e-5,-1.6532535615411324e-5,-9.817902502543999e-6,-1.6994969985989022e-5,1.566982654988048e-5,0.00017411914375404253,1.3461931328561789e-5,6.373276888418912e-6,-3.808664466893672e-5,-2.0602390217317213e-5,-1.4830145312022982e-5,1.3414606913365806e-6,-3.22836761271829e-5,-1.3181457346073222e-5,-9.543186379292225e-6,1.5520688684780126e-5
-9.500089821049287e-6,-1.3170720468295545e-5,-5.695826460111749e-6,-1.110432834849319e-5,-1.7087869016834229e-6,8.613520000250838e-8,1.612697768447523e-5,5.102690039842924e-6,2.070532334145678e-5,2.3172194731131432e-5,-2.183912687768556e-5,8.042547470039133e-6,7.321112334630966e-7,2.5634748434614686e-6,-8.517148581859723e-6,-3.5186754509476603e-5,9.673764576768819e-6,6.680633613001199e-6,-1.533343905727379e-5,2.481197729481291e-5,9.703525436731614e-6,-6.526874293318853e-7,9.447331369957453e-7,-5.28662751701123e-5,-1.0919018537422692e-5,2.7725624544839204e-6,-3.955158617982132e-6,-5.497795986492704e-5,1.2283795782381667e-5,-7.152362907197573e-6,2.060105759696188e-5,0.00015950707217182543,2.8459129752307043e-5,-2.5813181661907442e-5,4.987462872433762e-6,5.266512195574637e-5,-4.777962972692642e-6,-1.8750267389703818e-6,-3.6080567158737416e-6,-8.77701289663758e-6,1.7561697940379793e-5,-5.764633117323638e-6,-2.347568922802636e-5,-7.743249400636407e-6,-1.3458814883501648e-5,-1.029436269590879e-5,1.5992078622498386e-5,2.435300573571976e-7,3.092505229880882e-5,1.1523954833626234e-5,1.544498757478503e-5,-2.0740467805729655e-6,-9.577301638910547e-6,-1.1525603384396057e-5,-1.3302543192164269e-5,6.682376320667888e-6,-3.0514248151332642e-5,-5.532226198086268e-6,1.2915039494434918e-5,-2.3957634729198266e-5,-9.229763193029916e-6,3.923812248789916e-6,4.412724258559299e-6,-7.851143468245876e-7,-9.920806868138776e-7,7.514509681732685e-6,-3.3942200617208833e-6,4.504749044492711e-6,1.3063905066255573e-6,1.357058970973406e-7,-1.4425846057154997e-5,1.970136368895889e-5,-1.2459624591569964e-5,4.05722903061994e-6,-6.673033349167157e-6,3.847631962198868e-6,7.921335105168287e-6,7.433630210236888e-6,-4.474103429471404e-6,1.4705791137127425e-5,-2.2645090387894073e-5,1.178974294735233e-5,-1.0066605597578478e-6,1.0194842508062484e-5,1.0503620068538442e-5,2.772848651684644e-5,2.8326938267048613e-5,-9.335466318465939e-6,2.341388587902413e-5,-2.80932505404583e-6,3.5725856238175197e-6,9.595039750680506e-7,-8.822183485768666e-6,-2.4155122483601954e-5,-1.733039892132662e-5,3.490251057964804e-6,5.974302509824692e-6,-1.804600446875705e-5,-1.9169684926684658e-6
2.6206062981110815e-5,-1.6181985658790182e-5,-2.047538390636997e-6,4.0215300657296924e-5,-9.461824246019101e-7,-1.9618012416574856e-5,-1.1454109386736401e-5,-2.96924524863839e-5,2.730665707950452e-5,7.91728502593802e-6,1.4542767614775958e-5,1.176021595380816e-5,2.497016577560729e-5,-1.5708200606485836e-5,-6.5803018928703145e-6,-2.4799524825863525e-5,2.208231848149697e-5,9.663718040967002e-6,9.284739530061126e-6,2.7928463657371283e-5,1.3063399678820085e-5,5.057148927285398e-6,2.7552568640766523e-5,1.151019261458163e-5,6.648888077822522e-6,1.8585951300703775e-5,3.50611058413802e-6,-1.7745999903866042e-5,5.938797635389854e-6,-2.8024118056306208e-5,8.404457260409554e-6,2.8459129752307043e-5,0.00019450649915674277,2.6010514003746612e-5,-9.127883685181614e-7,7.541635523770952e-6,1.9764773537545533e-5,-7.506245466965405e-6,-2.9381639080854736e-5,-2.345461973280069e-7,-3.301107139848298e-5,3.280385291082208e-6,2.664054821411676e-6,-1.0768610308521002e-5,4.251221954031619e-6,1.1894822911677001e-5,1.5556005879932305e-5,-2.01361713815277e-5,4.173491833347086e-5,-2.9439835139818322e-6,-6.4569611361333906e-6,2.4310590727095274e-5,1.207613845274437e-5,7.3782814147033786e-6,3.07477871050421e-6,4.639601586458223e-6,-2.078965982026639e-5,-9.78408638810794e-6,-9.548199048392427e-6,-1.7611593635361792e-5,5.761858525628534e-6,-1.3018577798411702e-5,2.1642111065289676e-6,2.112852749508134e-5,1.4476201705408028e-6,3.5781642592365098e-6,-1.7823344830569146e-6,3.702181831185797e-8,2.6542408296562376e-6,-1.7657101267468847e-5,-1.374378444152293e-5,6.19459058830237e-7,1.1534234947065556e-6,-6.795070028235666e-6,-6.8205850669434e-6,1.8239153549646935e-5,3.985405558543796e-5,-2.513764249328195e-5,-9.810418146536677e-6,-1.3730983008532854e-5,3.3049131815251505e-5,9.172285761454328e-6,3.5659966155763946e-5,1.386946279776909e-5,-1.620666023937059e-5,2.782016046155099e-6,8.22764055325103e-6,1.1097112286977475e-5,1.6988671933429321e-6,3.779805404030246e-5,-1.748485052864083e-5,-2.0423379015718852e-5,-2.431388387256773e-5,1.9332848108264563e-5,-2.114937125551709e-5,-2.4047257227295584e-5,-6.623319230529687e-6,-7.2243864722455945e-6,5.132765641687395e-6
